number_of_rooms,number_of_bathrooms,sqft,location,days_on_market,neighborhood,rental_price
2,1,872,poor,35,northwest,2979.84
1,1,504,good,5,west_welmwood,1988
2,1,829,great,10,east_elmwood,3837
1,1,314,good,13,west_welmwood,1656
0,1,418,great,13,east_elmwood,2186
1,1,312,poor,29,northwest,1481.838
2,1,548,poor,17,northwest,3012
1,1,524,great,7,east_elmwood,2475
3,2,1142,good,14,west_welmwood,4841
2,1,929,great,9,east_elmwood,3918
1,1,505,great,3,east_elmwood,2499
2,1,665,poor,16,northwest,3097
0,1,109,great,13,east_elmwood,1873
0,1,290,poor,37,northwest,1230.684
3,2,1213,good,10,west_welmwood,5001
2,1,728,good,12,west_welmwood,3185
2,1,933,good,5,west_welmwood,3520
2,1,895,poor,23,northwest,3243.422
2,1,547,poor,23,northwest,2878.624
0,1,549,poor,41,northwest,1520.346
0,1,217,poor,34,northwest,1222.776
1,1,492,poor,56,northwest,1312.192
1,1,421,good,10,west_welmwood,1818
3,2,1034,poor,15,northwest,4684
2,1,944,good,10,west_welmwood,3477
1,1,347,good,12,west_welmwood,1681
3,2,1208,good,14,west_welmwood,4951
0,1,449,good,4,west_welmwood,1802
0,1,464,great,5,east_elmwood,2343
0,1,205,poor,55,northwest,1009.05
1,1,435,good,9,west_welmwood,1891
1,1,682,great,10,east_elmwood,2617
1,1,317,poor,57,northwest,1151.944
1,1,730,great,12,east_elmwood,2649
1,1,668,good,14,west_welmwood,2036
3,2,1199,good,4,west_welmwood,5000
0,1,461,great,11,east_elmwood,2224
2,1,576,poor,43,northwest,2601.558
3,2,1028,good,3,west_welmwood,4845
2,1,601,good,5,west_welmwood,3154
0,1,122,poor,33,northwest,1147.372
0,1,390,great,5,east_elmwood,2241
2,1,845,great,7,east_elmwood,3891
0,1,511,good,1,west_welmwood,1881
3,2,998,poor,46,northwest,4204.38
3,2,1042,good,2,west_welmwood,4860
0,1,195,great,0,east_elmwood,2122
1,1,305,poor,17,northwest,1636
2,1,839,great,13,east_elmwood,3820
3,2,1218,good,1,west_welmwood,5045
1,1,443,great,6,east_elmwood,2401
3,2,1203,poor,57,northwest,4123.478
1,1,429,good,5,west_welmwood,1838
3,2,1189,good,10,west_welmwood,4899
1,1,303,good,14,west_welmwood,1695
0,1,254,poor,64,northwest,967.632
0,1,208,poor,55,northwest,979.29
1,1,453,great,8,east_elmwood,2397
0,1,230,great,14,east_elmwood,2012
0,1,198,good,9,west_welmwood,1470
3,2,1132,good,13,west_welmwood,4886
0,1,314,great,5,east_elmwood,2184
2,1,882,good,12,west_welmwood,3382
3,2,1056,good,6,west_welmwood,4849
3,2,1072,great,7,east_elmwood,5385
0,1,154,good,1,west_welmwood,1536
1,1,612,poor,48,northwest,1574.592
0,1,201,good,7,west_welmwood,1539
2,1,540,good,10,west_welmwood,3068
3,2,1088,good,13,west_welmwood,4829
3,2,804,great,12,east_elmwood,5012
3,2,904,good,12,west_welmwood,4659
1,1,600,good,8,west_welmwood,1992
2,1,614,great,7,east_elmwood,3612
0,1,197,good,9,west_welmwood,1472
1,1,544,poor,24,northwest,1823.296
2,1,551,good,8,west_welmwood,3079
1,1,560,good,4,west_welmwood,2067
2,1,742,great,12,east_elmwood,3692
0,1,145,good,2,west_welmwood,1486
2,1,830,great,2,east_elmwood,3897
1,1,404,great,4,east_elmwood,2348
0,1,525,poor,57,northwest,1223.246
0,1,142,great,12,east_elmwood,1940
3,2,1088,good,11,west_welmwood,4836
0,1,232,poor,32,northwest,1249.28
2,1,598,poor,41,northwest,2663.24
0,1,199,great,4,east_elmwood,2096
2,1,584,great,6,east_elmwood,3607
3,2,857,good,9,west_welmwood,4606
1,1,530,great,14,east_elmwood,2405
2,1,614,poor,54,northwest,2529.448
0,1,363,good,11,west_welmwood,1690
2,1,649,poor,60,northwest,2449.96
2,1,535,good,9,west_welmwood,2996
3,2,1041,good,12,west_welmwood,4744
2,1,844,poor,53,northwest,2716.072
2,1,576,poor,64,northwest,2294.592
2,1,872,good,5,west_welmwood,3402
3,2,1172,good,10,west_welmwood,4946
3,2,874,great,9,east_elmwood,5121
3,2,1217,poor,34,northwest,4596.588
3,2,1220,poor,47,northwest,4351.6
3,2,1123,poor,46,northwest,4284.012
0,1,276,great,5,east_elmwood,2095
2,1,688,good,8,west_welmwood,3246
1,1,577,great,9,east_elmwood,2528
3,2,1232,great,6,east_elmwood,5518
3,2,973,poor,54,northwest,4005.736
1,1,668,poor,36,northwest,1756.92
1,1,711,good,11,west_welmwood,2083
0,1,235,good,14,west_welmwood,1478
3,2,1114,good,14,west_welmwood,4836
2,1,741,great,2,east_elmwood,3832
0,1,210,poor,52,northwest,1058.616
1,1,699,good,0,west_welmwood,2162
1,1,612,poor,33,northwest,1724.954
3,2,978,poor,20,northwest,4651
3,2,1160,poor,28,northwest,4661.208
0,1,103,good,9,west_welmwood,1411
1,1,739,great,9,east_elmwood,2698
1,1,589,poor,18,northwest,1948
0,1,429,great,8,east_elmwood,2214
0,1,399,great,5,east_elmwood,2253
2,1,789,great,1,east_elmwood,3920
3,2,1132,good,14,west_welmwood,4820
2,1,515,good,2,west_welmwood,3078
2,1,936,great,11,east_elmwood,3934
2,1,669,great,14,east_elmwood,3633
1,1,523,great,0,east_elmwood,2527
0,1,192,poor,58,northwest,959.112
0,1,500,poor,50,northwest,1361.12
1,1,615,good,2,west_welmwood,2101
1,1,352,poor,17,northwest,1649
3,2,863,great,11,east_elmwood,5108
2,1,827,good,11,west_welmwood,3304
2,1,799,great,4,east_elmwood,3887
2,1,613,poor,54,northwest,2490.304
2,1,524,good,10,west_welmwood,3052
0,1,307,good,3,west_welmwood,1664
1,1,343,poor,57,northwest,1157.5
0,1,474,great,10,east_elmwood,2319
2,1,803,poor,38,northwest,2943.092
3,2,1168,poor,28,northwest,4612.992
2,1,704,good,6,west_welmwood,3234
3,2,1237,good,2,west_welmwood,5104
3,2,865,good,10,west_welmwood,4637
0,1,268,good,0,west_welmwood,1676
1,1,697,good,2,west_welmwood,2146
1,1,372,good,12,west_welmwood,1775
3,2,904,poor,51,northwest,3992.128
2,1,590,poor,61,northwest,2344.572
1,1,436,good,2,west_welmwood,1873
3,2,845,good,12,west_welmwood,4561
3,2,1059,great,3,east_elmwood,5336
0,1,424,great,14,east_elmwood,2177
1,1,735,good,1,west_welmwood,2181
2,1,698,good,5,west_welmwood,3214
1,1,543,good,10,west_welmwood,1984
2,1,811,poor,45,northwest,2774.95
2,1,623,good,0,west_welmwood,3211
1,1,338,good,14,west_welmwood,1709
2,1,810,great,7,east_elmwood,3875
0,1,466,good,13,west_welmwood,1715
0,1,530,poor,35,northwest,1576.25
2,1,684,good,12,west_welmwood,3164
2,1,780,poor,60,northwest,2596.24
3,2,1241,good,4,west_welmwood,5089
3,2,1039,poor,19,northwest,4720
3,2,866,great,13,east_elmwood,5039
2,1,606,poor,59,northwest,2387.98
3,2,848,poor,58,northwest,3791.172
1,1,463,great,11,east_elmwood,2357
0,1,355,great,6,east_elmwood,2189
3,2,875,good,12,west_welmwood,4608
3,2,1075,good,13,west_welmwood,4761
3,2,915,good,7,west_welmwood,4729
1,1,326,poor,19,northwest,1617
3,2,905,good,1,west_welmwood,4709
0,1,441,great,8,east_elmwood,2275
2,1,748,poor,30,northwest,3016.44
0,1,514,good,3,west_welmwood,1835
0,1,443,poor,40,northwest,1353.6
0,1,207,good,10,west_welmwood,1524
1,1,657,great,9,east_elmwood,2579
2,1,866,poor,45,northwest,2838.6
0,1,221,great,12,east_elmwood,1992
3,2,986,good,1,west_welmwood,4785
2,1,852,poor,54,northwest,2685.092
0,1,176,good,8,west_welmwood,1514
0,1,372,poor,16,northwest,1590
3,2,936,good,2,west_welmwood,4740
3,2,1012,good,12,west_welmwood,4721
0,1,153,poor,28,northwest,1239.84
1,1,515,great,0,east_elmwood,2514
1,1,567,poor,47,northwest,1465.354
1,1,470,great,7,east_elmwood,2387
2,1,633,good,5,west_welmwood,3211
0,1,262,good,10,west_welmwood,1549
0,1,230,great,3,east_elmwood,2071
2,1,601,poor,29,northwest,2838.962
2,1,682,good,5,west_welmwood,3189
1,1,463,great,11,east_elmwood,2345
3,2,1197,poor,44,northwest,4425.848
2,1,925,great,1,east_elmwood,4037
0,1,277,poor,39,northwest,1255.41
3,2,1033,good,2,west_welmwood,4852
3,2,1208,poor,59,northwest,4096.446
0,1,190,good,11,west_welmwood,1483
0,1,483,good,8,west_welmwood,1782
3,2,896,great,11,east_elmwood,5111
3,2,1085,great,3,east_elmwood,5399
2,1,929,poor,48,northwest,2924.512
3,2,804,good,11,west_welmwood,4496
1,1,666,great,2,east_elmwood,2652
0,1,118,great,5,east_elmwood,1953
0,1,230,poor,52,northwest,1001.52
0,1,298,poor,32,northwest,1383.968
0,1,214,poor,29,northwest,1305.078
0,1,525,great,1,east_elmwood,2463
3,2,1241,good,3,west_welmwood,5020
1,1,446,good,11,west_welmwood,1822
2,1,761,great,2,east_elmwood,3878
2,1,615,poor,18,northwest,3053
0,1,189,good,7,west_welmwood,1500
0,1,443,good,9,west_welmwood,1738
0,1,146,poor,64,northwest,800.736
2,1,787,poor,35,northwest,2899.33
0,1,356,poor,19,northwest,1594
3,2,1240,good,9,west_welmwood,5011
2,1,720,poor,28,northwest,3038.592
0,1,379,poor,34,northwest,1387.044
3,2,994,good,13,west_welmwood,4675
3,2,1213,good,12,west_welmwood,4952
0,1,338,good,3,west_welmwood,1736
3,2,919,great,9,east_elmwood,5192
2,1,501,good,9,west_welmwood,3054
1,1,476,good,3,west_welmwood,1912
2,1,577,great,6,east_elmwood,3602
1,1,400,poor,58,northwest,1238.16
3,2,1104,poor,59,northwest,4022.686
2,1,879,poor,16,northwest,3359
1,1,320,good,4,west_welmwood,1808
3,2,1038,great,1,east_elmwood,5356
3,2,884,great,8,east_elmwood,5168
0,1,445,great,6,east_elmwood,2307
2,1,841,poor,38,northwest,2984.544
2,1,704,good,12,west_welmwood,3137
2,1,571,good,11,west_welmwood,3035
3,2,1145,poor,59,northwest,4053.112
2,1,787,good,7,west_welmwood,3317
3,2,862,good,12,west_welmwood,4626
2,1,789,poor,52,northwest,2656.368
0,1,465,good,7,west_welmwood,1809
0,1,390,poor,30,northwest,1421.98
0,1,374,good,14,west_welmwood,1683
2,1,518,poor,43,northwest,2597.742
0,1,328,great,1,east_elmwood,2224
3,2,1227,great,12,east_elmwood,5497
3,2,873,good,6,west_welmwood,4672
3,2,1236,good,9,west_welmwood,5010
0,1,294,great,7,east_elmwood,2162
3,2,801,poor,55,northwest,3826.02
0,1,522,poor,44,northwest,1441.328
3,2,940,poor,39,northwest,4277.052
1,1,501,great,0,east_elmwood,2485
3,2,867,poor,49,northwest,3986.544
3,2,1156,poor,26,northwest,4640.636
1,1,669,good,8,west_welmwood,2065
3,2,853,poor,53,northwest,3853.684
2,1,786,poor,52,northwest,2678.832
0,1,306,good,5,west_welmwood,1687
0,1,525,good,12,west_welmwood,1781
0,1,400,good,3,west_welmwood,1732
1,1,329,poor,61,northwest,1088.748
0,1,474,good,11,west_welmwood,1723
1,1,698,poor,27,northwest,1921.714
2,1,914,good,5,west_welmwood,3414
1,1,712,poor,61,northwest,1492.668
2,1,541,great,3,east_elmwood,3614
1,1,397,good,13,west_welmwood,1798
3,2,1137,good,7,west_welmwood,4908
3,2,859,poor,56,northwest,3821.504
1,1,532,good,0,west_welmwood,1982
2,1,525,poor,37,northwest,2638.146
3,2,870,poor,61,northwest,3761.964
2,1,677,poor,31,northwest,2912.484
2,1,873,good,5,west_welmwood,3399
3,2,824,good,12,west_welmwood,4510
0,1,347,poor,36,northwest,1321.32
3,2,1215,great,0,east_elmwood,5580
0,1,201,good,1,west_welmwood,1548
2,1,590,poor,18,northwest,3026
2,1,540,good,12,west_welmwood,2970
3,2,960,good,11,west_welmwood,4696
0,1,417,good,7,west_welmwood,1794
3,2,962,great,0,east_elmwood,5270
1,1,513,good,14,west_welmwood,1858
2,1,621,good,8,west_welmwood,3169
2,1,612,poor,27,northwest,2878.134
1,1,522,great,11,east_elmwood,2368
3,2,1178,good,0,west_welmwood,5045
3,2,935,great,10,east_elmwood,5137
1,1,692,great,10,east_elmwood,2570
0,1,504,poor,28,northwest,1623.6
3,2,1058,poor,56,northwest,4076.704
0,1,112,good,14,west_welmwood,1336
0,1,396,great,0,east_elmwood,2256
1,1,744,great,3,east_elmwood,2692
2,1,715,poor,50,northwest,2616.02
3,2,1077,great,4,east_elmwood,5369
3,2,883,poor,47,northwest,4019.554
3,2,1056,good,4,west_welmwood,4887
0,1,425,good,12,west_welmwood,1663
1,1,602,good,4,west_welmwood,2082
1,1,642,great,3,east_elmwood,2564
1,1,351,poor,51,northwest,1280.37
1,1,674,poor,39,northwest,1691.196
3,2,1039,good,7,west_welmwood,4858
1,1,528,poor,37,northwest,1579.41
2,1,627,poor,42,northwest,2668.196
0,1,305,poor,40,northwest,1214.4
1,1,645,good,0,west_welmwood,2097
3,2,1074,good,5,west_welmwood,4857
1,1,536,poor,17,northwest,1836
0,1,313,good,8,west_welmwood,1617
1,1,532,great,6,east_elmwood,2440
3,2,983,good,13,west_welmwood,4746
3,2,1075,great,5,east_elmwood,5398
2,1,558,good,1,west_welmwood,3175
1,1,664,good,6,west_welmwood,2145
2,1,813,good,2,west_welmwood,3399
2,1,635,poor,25,northwest,2997.72
3,2,1029,great,4,east_elmwood,5297
0,1,137,great,3,east_elmwood,2009
1,1,372,poor,15,northwest,1723
0,1,512,poor,58,northwest,1266.804
3,2,1086,good,7,west_welmwood,4880
2,1,919,great,4,east_elmwood,3951
0,1,401,poor,59,northwest,1141.436
1,1,495,poor,57,northwest,1276.028
1,1,462,good,10,west_welmwood,1910
1,1,714,poor,55,northwest,1502.88
1,1,458,good,6,west_welmwood,1879
1,1,460,good,2,west_welmwood,1922
2,1,889,poor,20,northwest,3308
1,1,658,poor,37,northwest,1679.874
1,1,696,poor,61,northwest,1417.392
0,1,357,poor,46,northwest,1226.712
3,2,1131,poor,18,northwest,4839
2,1,845,poor,34,northwest,3062.772
0,1,377,good,12,west_welmwood,1686
0,1,464,great,12,east_elmwood,2259
3,2,1131,good,11,west_welmwood,4873
0,1,297,poor,27,northwest,1391.246
1,1,578,poor,57,northwest,1364.924
3,2,1036,good,0,west_welmwood,4891
3,2,1026,great,13,east_elmwood,5220
2,1,837,poor,49,northwest,2753.466
2,1,803,good,5,west_welmwood,3384
3,2,875,great,5,east_elmwood,5213
3,2,1000,good,8,west_welmwood,4787
3,2,842,good,4,west_welmwood,4701
3,2,1138,poor,21,northwest,4809.362
1,1,623,great,14,east_elmwood,2476
2,1,904,poor,25,northwest,3256.11
2,1,900,great,2,east_elmwood,3976
0,1,533,poor,48,northwest,1397.12
0,1,507,great,3,east_elmwood,2426
2,1,764,great,12,east_elmwood,3706
2,1,570,good,13,west_welmwood,3066
3,2,1218,good,12,west_welmwood,4926
2,1,686,good,4,west_welmwood,3226
1,1,708,great,5,east_elmwood,2655
3,2,985,poor,54,northwest,4003.872
1,1,346,poor,52,northwest,1220.544
2,1,743,great,0,east_elmwood,3847
0,1,144,great,0,east_elmwood,2067
3,2,921,poor,21,northwest,4559.862
2,1,520,poor,43,northwest,2542.41
2,1,762,good,14,west_welmwood,3181
3,2,1180,poor,47,northwest,4327.004
3,2,1246,poor,15,northwest,4923
3,2,1127,good,8,west_welmwood,4910
1,1,588,good,7,west_welmwood,2015
2,1,906,good,12,west_welmwood,3393
2,1,738,poor,57,northwest,2554.834
2,1,557,good,8,west_welmwood,3118
2,1,644,good,6,west_welmwood,3203
0,1,517,great,13,east_elmwood,2293
3,2,869,great,11,east_elmwood,5135
1,1,624,poor,41,northwest,1654.466
0,1,126,poor,21,northwest,1345.304
2,1,840,good,0,west_welmwood,3404
1,1,428,good,9,west_welmwood,1816
2,1,689,poor,28,northwest,2991.36
1,1,470,good,7,west_welmwood,1892
0,1,238,great,11,east_elmwood,2041
1,1,461,good,8,west_welmwood,1857
2,1,548,great,3,east_elmwood,3659
1,1,570,poor,48,northwest,1543.44
0,1,515,poor,37,northwest,1476.048
1,1,411,good,10,west_welmwood,1782
0,1,246,poor,57,northwest,987.116
2,1,859,good,0,west_welmwood,3418
3,2,971,good,10,west_welmwood,4705
2,1,549,good,4,west_welmwood,3158
3,2,1091,great,7,east_elmwood,5411
0,1,191,poor,56,northwest,935.424
1,1,377,great,8,east_elmwood,2262
0,1,250,poor,57,northwest,984.338
3,2,836,good,3,west_welmwood,4697
2,1,702,great,0,east_elmwood,3784
1,1,394,great,1,east_elmwood,2337
2,1,719,good,6,west_welmwood,3223
2,1,682,great,12,east_elmwood,3623
1,1,318,poor,42,northwest,1306.852
0,1,332,good,3,west_welmwood,1739
1,1,498,good,11,west_welmwood,1904
2,1,672,great,4,east_elmwood,3703
1,1,575,poor,62,northwest,1377.664
3,2,1036,good,11,west_welmwood,4768
2,1,812,good,4,west_welmwood,3356
1,1,706,poor,40,northwest,1699.2
2,1,584,good,5,west_welmwood,3107
1,1,555,poor,59,northwest,1308.318
1,1,653,good,4,west_welmwood,2103
1,1,604,good,2,west_welmwood,2088
2,1,798,poor,26,northwest,3060.824
3,2,1163,good,2,west_welmwood,4995
2,1,646,poor,27,northwest,2940.252
2,1,845,poor,46,northwest,2866.752
1,1,387,poor,47,northwest,1316.832
0,1,112,poor,60,northwest,872.16
3,2,1079,poor,46,northwest,4213.86
3,2,1234,great,14,east_elmwood,5394
1,1,533,good,3,west_welmwood,1992
2,1,752,good,10,west_welmwood,3204
1,1,307,poor,55,northwest,1150.41
0,1,167,good,1,west_welmwood,1517
2,1,905,poor,46,northwest,2876.232
1,1,307,poor,40,northwest,1313.28
0,1,276,good,10,west_welmwood,1586
2,1,813,good,1,west_welmwood,3364
0,1,276,poor,43,northwest,1191.546
1,1,547,good,12,west_welmwood,1953
0,1,376,good,12,west_welmwood,1695
1,1,653,good,14,west_welmwood,1999
3,2,1017,poor,62,northwest,3905.824
1,1,582,great,6,east_elmwood,2483
3,2,1068,good,7,west_welmwood,4889
0,1,343,great,14,east_elmwood,2120
2,1,860,good,13,west_welmwood,3357
2,1,905,great,12,east_elmwood,3863
2,1,937,poor,18,northwest,3336
2,1,809,good,7,west_welmwood,3295
1,1,698,poor,56,northwest,1491.296
0,1,336,poor,62,northwest,1046.988
1,1,483,great,8,east_elmwood,2417
2,1,852,great,2,east_elmwood,3975
3,2,840,poor,58,northwest,3784.704
2,1,936,poor,53,northwest,2820.68
2,1,556,great,12,east_elmwood,3535
2,1,572,good,14,west_welmwood,3047
3,2,879,great,7,east_elmwood,5149
1,1,700,good,11,west_welmwood,2079
2,1,564,poor,63,northwest,2295.968
3,2,1148,great,4,east_elmwood,5468
0,1,542,poor,49,northwest,1337.64
2,1,668,good,0,west_welmwood,3240
2,1,813,great,4,east_elmwood,3921
3,2,1034,good,10,west_welmwood,4782
1,1,311,great,13,east_elmwood,2185
3,2,846,poor,62,northwest,3714.38
3,2,859,poor,16,northwest,4525
2,1,672,good,7,west_welmwood,3244
2,1,695,good,6,west_welmwood,3190
3,2,1025,good,12,west_welmwood,4775
0,1,519,poor,64,northwest,1158.24
2,1,779,poor,40,northwest,2901.12
3,2,1054,great,4,east_elmwood,5342
0,1,400,poor,29,northwest,1527.01
2,1,717,poor,28,northwest,2992.344
3,2,1163,poor,28,northwest,4686.792
0,1,408,great,14,east_elmwood,2128
3,2,1190,great,3,east_elmwood,5475
2,1,615,poor,41,northwest,2688.148
2,1,660,good,0,west_welmwood,3220
1,1,667,poor,22,northwest,1919.292
1,1,693,good,3,west_welmwood,2129
0,1,458,poor,36,northwest,1417.152
0,1,276,good,2,west_welmwood,1638
1,1,702,poor,44,northwest,1701.224
0,1,206,good,7,west_welmwood,1541
2,1,762,good,7,west_welmwood,3317
1,1,369,poor,26,northwest,1540.292
3,2,1164,good,11,west_welmwood,4944
2,1,858,good,9,west_welmwood,3374
1,1,509,good,11,west_welmwood,1919
0,1,344,good,14,west_welmwood,1554
2,1,509,great,6,east_elmwood,3567
2,1,860,poor,28,northwest,3171.432
2,1,699,good,8,west_welmwood,3249
0,1,541,good,14,west_welmwood,1833
2,1,898,good,3,west_welmwood,3457
0,1,391,good,13,west_welmwood,1618
0,1,516,great,13,east_elmwood,2272
2,1,546,poor,57,northwest,2413.156
3,2,898,good,3,west_welmwood,4767
2,1,895,good,0,west_welmwood,3476
2,1,877,poor,38,northwest,2972.976
1,1,706,good,10,west_welmwood,2135
0,1,542,poor,35,northwest,1549.09
3,2,1204,poor,54,northwest,4235.94
2,1,582,poor,48,northwest,2558.24
3,2,968,good,14,west_welmwood,4679
2,1,586,good,9,west_welmwood,3106
1,1,598,poor,28,northwest,1788.912
1,1,391,great,8,east_elmwood,2328
2,1,643,good,8,west_welmwood,3195
3,2,1036,good,3,west_welmwood,4890
3,2,867,poor,35,northwest,4256.36
3,2,1096,good,1,west_welmwood,4971
3,2,815,poor,21,northwest,4460.062
0,1,295,good,10,west_welmwood,1553
2,1,902,good,4,west_welmwood,3453
2,1,749,good,6,west_welmwood,3240
3,2,847,poor,38,northwest,4151.948
3,2,1170,poor,38,northwest,4487.42
1,1,346,good,12,west_welmwood,1716
2,1,566,good,6,west_welmwood,3093
2,1,768,poor,50,northwest,2653.62
1,1,616,poor,38,northwest,1664.828
2,1,501,good,4,west_welmwood,3044
2,1,538,poor,22,northwest,2915.292
3,2,912,poor,28,northwest,4391.592
2,1,683,poor,33,northwest,2847.002
3,2,1205,great,7,east_elmwood,5532
2,1,837,good,0,west_welmwood,3457
2,1,702,good,14,west_welmwood,3190
0,1,136,great,2,east_elmwood,2008
3,2,1075,poor,21,northwest,4680.62
1,1,432,good,10,west_welmwood,1852
3,2,941,good,11,west_welmwood,4695
0,1,220,great,0,east_elmwood,2076
1,1,671,poor,45,northwest,1614.05
2,1,682,good,10,west_welmwood,3206
1,1,700,good,1,west_welmwood,2171
1,1,411,great,14,east_elmwood,2306
2,1,552,poor,43,northwest,2603.466
0,1,497,poor,57,northwest,1269.546
3,2,951,good,3,west_welmwood,4729
0,1,430,great,12,east_elmwood,2217
3,2,1220,poor,32,northwest,4600.864
1,1,430,good,0,west_welmwood,1928
3,2,837,good,6,west_welmwood,4594
0,1,435,good,11,west_welmwood,1681
3,2,847,great,11,east_elmwood,5051
0,1,396,good,12,west_welmwood,1708
3,2,1119,good,6,west_welmwood,4922
0,1,386,poor,54,northwest,1181.776
3,2,1208,good,2,west_welmwood,5004
0,1,240,good,8,west_welmwood,1609
1,1,323,good,14,west_welmwood,1697
2,1,876,great,6,east_elmwood,3866
2,1,653,great,0,east_elmwood,3801
2,1,579,good,11,west_welmwood,3039
1,1,335,poor,24,northwest,1621.92
3,2,898,poor,62,northwest,3782.164
1,1,593,good,0,west_welmwood,2059
1,1,392,great,7,east_elmwood,2282
1,1,374,good,12,west_welmwood,1708
1,1,725,great,7,east_elmwood,2672
3,2,831,poor,27,northwest,4362.064
2,1,835,good,1,west_welmwood,3378
0,1,233,good,11,west_welmwood,1506
2,1,830,great,7,east_elmwood,3879
1,1,645,good,13,west_welmwood,1976
3,2,831,poor,36,northwest,4214.672
1,1,478,good,1,west_welmwood,2009
2,1,790,good,11,west_welmwood,3300
0,1,472,poor,27,northwest,1626.9
3,2,1200,good,11,west_welmwood,4941
2,1,805,poor,48,northwest,2734.768
1,1,561,good,6,west_welmwood,1990
2,1,857,good,8,west_welmwood,3357
0,1,126,poor,26,northwest,1259.7
0,1,412,great,9,east_elmwood,2197
2,1,911,poor,43,northwest,2943.09
0,1,398,good,10,west_welmwood,1740
0,1,459,poor,18,northwest,1671
1,1,407,good,1,west_welmwood,1858
3,2,928,good,6,west_welmwood,4700
0,1,232,good,3,west_welmwood,1585
2,1,703,good,0,west_welmwood,3336
1,1,628,great,11,east_elmwood,2469
1,1,643,poor,59,northwest,1477.044
1,1,359,poor,48,northwest,1302.72
2,1,755,good,8,west_welmwood,3278
2,1,613,good,5,west_welmwood,3121
3,2,1009,good,1,west_welmwood,4829
0,1,306,great,13,east_elmwood,2099
3,2,828,poor,57,northwest,3849.382
3,2,1245,poor,26,northwest,4766.112
3,2,859,good,9,west_welmwood,4654
3,2,1196,great,5,east_elmwood,5537
2,1,698,good,3,west_welmwood,3229
0,1,162,good,1,west_welmwood,1533
0,1,417,great,8,east_elmwood,2254
0,1,247,good,10,west_welmwood,1578
3,2,959,good,0,west_welmwood,4847
1,1,740,good,9,west_welmwood,2101
0,1,493,good,5,west_welmwood,1802
3,2,878,good,11,west_welmwood,4572
1,1,612,good,11,west_welmwood,2031
2,1,805,poor,40,northwest,2858.88
0,1,139,good,11,west_welmwood,1445
2,1,875,poor,26,northwest,3155.672
2,1,658,good,11,west_welmwood,3156
1,1,603,good,12,west_welmwood,1962
0,1,394,poor,61,northwest,1053.864
2,1,648,great,8,east_elmwood,3707
3,2,1038,great,11,east_elmwood,5299
0,1,249,good,8,west_welmwood,1528
1,1,362,poor,25,northwest,1637.46
2,1,622,good,0,west_welmwood,3257
2,1,724,good,13,west_welmwood,3208
0,1,186,poor,57,northwest,936.186
2,1,599,poor,22,northwest,2921.268
3,2,1248,good,10,west_welmwood,4948
0,1,272,good,9,west_welmwood,1631
2,1,772,great,9,east_elmwood,3796
1,1,427,good,0,west_welmwood,1917
3,2,1189,poor,49,northwest,4247.478
2,1,590,poor,59,northwest,2395.356
3,2,925,good,2,west_welmwood,4795
3,2,1074,poor,43,northwest,4316.85
2,1,559,good,1,west_welmwood,3103
3,2,931,poor,34,northwest,4292.352
1,1,584,poor,51,northwest,1486.73
3,2,879,good,3,west_welmwood,4719
1,1,417,poor,58,northwest,1272.348
2,1,800,poor,18,northwest,3177
2,1,507,poor,25,northwest,2820.51
1,1,351,good,14,west_welmwood,1729
3,2,1062,poor,28,northwest,4604.136
3,2,937,good,14,west_welmwood,4598
2,1,921,poor,23,northwest,3276.224
2,1,942,good,7,west_welmwood,3441
1,1,701,great,2,east_elmwood,2699
2,1,922,good,1,west_welmwood,3538
3,2,826,good,3,west_welmwood,4688
3,2,1147,good,0,west_welmwood,5021
1,1,602,poor,63,northwest,1307.934
2,1,814,poor,32,northwest,2998.272
2,1,875,good,12,west_welmwood,3316
1,1,365,poor,47,northwest,1298.858
0,1,263,good,9,west_welmwood,1580
0,1,371,poor,40,northwest,1299.84
2,1,877,poor,27,northwest,3124.634
2,1,606,good,12,west_welmwood,3071
0,1,316,great,12,east_elmwood,2103
0,1,487,good,10,west_welmwood,1813
3,2,1169,poor,26,northwest,4706.832
3,2,1233,good,6,west_welmwood,5054
3,2,1138,great,3,east_elmwood,5414
3,2,976,great,11,east_elmwood,5255
0,1,364,good,10,west_welmwood,1615
2,1,837,poor,30,northwest,3036.04
3,2,992,poor,39,northwest,4299.178
3,2,1151,great,13,east_elmwood,5398
0,1,528,good,12,west_welmwood,1764
1,1,453,good,12,west_welmwood,1853
2,1,578,good,14,west_welmwood,3081
2,1,910,great,11,east_elmwood,3917
3,2,1073,good,8,west_welmwood,4819
1,1,736,great,10,east_elmwood,2649
2,1,780,good,3,west_welmwood,3329
0,1,360,great,3,east_elmwood,2266
0,1,480,poor,21,northwest,1690.612
2,1,878,poor,59,northwest,2663.658
0,1,113,great,10,east_elmwood,1927
3,2,1161,great,3,east_elmwood,5449
3,2,937,poor,25,northwest,4519.35
1,1,581,good,10,west_welmwood,1986
3,2,1204,good,2,west_welmwood,5041
3,2,947,poor,35,northwest,4294.19
2,1,536,good,0,west_welmwood,3093
0,1,385,good,2,west_welmwood,1778
1,1,533,poor,36,northwest,1618.496
0,1,115,good,10,west_welmwood,1402
1,1,416,great,0,east_elmwood,2413
2,1,566,good,14,west_welmwood,3041
3,2,979,great,6,east_elmwood,5257
3,2,1152,good,4,west_welmwood,4987
