Name,NetWorth,Country,Source,Rank,Age,Industry
Christopher Rokos,$1.9 B,United Kingdom,hedge fund,1664,50,Finance & Investments
S.D. Shibulal,$1.9 B,India,software services,1664,66,Technology
Evgeny (Eugene) Shvidler,$1.9 B,United States,"oil & gas, investments",1664,57,Energy
Frank Slootman,$1.9 B,United States,software,1664,62,Technology
Sergio Stevanato,$1.9 B,Italy,medical packaging,1664,78,Healthcare
Kevin Systrom,$1.9 B,United States,Instagram,1664,37,Technology
Tan Lili,$1.9 B,China,feed,1664,N/A,Food & Beverage
David Teoh & family,$1.9 B,Australia,telecom,1664,65,Telecom
Patrizio Vinciarelli,$1.9 B,United States,electronic components,1664,74,Technology
Todd Wagner,$1.9 B,United States,online media,1664,60,Media & Entertainment
Wan Long,$1.9 B,China,food,1664,80,Food & Beverage
Wang Jian,$1.9 B,China,healthcare services,1664,67,Technology
Wang Jilei,$1.9 B,China,logistics,1664,56,Logistics
Wang Junshi & family,$1.9 B,China,solar energy,1664,72,Manufacturing
Wei Yin-Chun,$1.9 B,Taiwan,"food, beverages",1664,64,Food & Beverage
Wei Yin-Heng,$1.9 B,Taiwan,"food, beverages",1664,62,Food & Beverage
Stephen Winn,$1.9 B,United States,real estate services,1664,74,Real Estate
Gordon Wu,$1.9 B,Hong Kong,real estate,1664,85,Real Estate
Yang Xuegang,$1.9 B,China,coking,1664,56,Manufacturing
Yu Huijiao,$1.9 B,China,package delivery,1664,55,Logistics
Zeng Kaitian,$1.9 B,China,online games,1664,46,Technology
Changpeng Zhao,$1.9 B,China,cryptocurrency exchange,1664,45,Finance & Investments
Zhu Xingliang,$1.9 B,China,construction,1664,61,Construction & Engineering
Zhu Yiwen & family,$1.9 B,China,healthcare,1664,N/A,Healthcare
Anita Zucker,$1.9 B,United States,chemicals,1664,69,Manufacturing
Mohamed Al Fayed,$1.8 B,Egypt,"retail, investments",1750,92,Fashion & Retail
Leslie Alexander,$1.8 B,United States,sports team,1750,77,Sports
Joachim Ante,$1.8 B,Germany,game software,1750,38,Technology
Roman Avdeev,$1.8 B,Russia,"banking, development",1750,53,Finance & Investments
Arun Bharat Ram,$1.8 B,India,chemicals,1750,80,Manufacturing
O. Francis Biondi,$1.8 B,United States,hedge funds,1750,56,Finance & Investments
John Bloor,$1.8 B,United Kingdom,"real estate, manufacturing",1750,77,Diversified
Vladimir Bogdanov,$1.8 B,Russia,oil,1750,69,Energy
David Booth,$1.8 B,United States,mutual funds,1750,75,Finance & Investments
Cai Mingtong,$1.8 B,China,electronic components,1750,69,Technology
Yvon Chouinard,$1.8 B,United States,Patagonia,1750,82,Fashion & Retail
Jack Cockwell,$1.8 B,Canada,"real estate, private equity",1750,80,Finance & Investments
Kommer Damen,$1.8 B,Netherlands,shipbuilding,1750,77,Manufacturing
D. Leopoldo Del Pino,$1.8 B,Spain,construction,1750,58,Construction & Engineering
Jamie Dimon,$1.8 B,United States,banking,1750,65,Finance & Investments
Robert Duggan,$1.8 B,United States,pharmaceuticals,1750,76,Healthcare
Faruk Eczacibasi,$1.8 B,Turkey,"pharmaceuticals, diversified",1750,66,Diversified
N. Murray Edwards,$1.8 B,Canada,oil & gas,1750,61,Energy
Anthony Eisen,$1.8 B,Australia,fintech,1750,49,Finance & Investments
Ali Erdemoglu,$1.8 B,Turkey,carpet,1750,61,Manufacturing
James France,$1.8 B,United States,"Nascar, racing",1750,76,Sports
Mario Gabelli,$1.8 B,United States,money management,1750,79,Finance & Investments
Reinold Geiger,$1.8 B,Austria,beauty products,1750,73,Fashion & Retail
Rolf Gerling,$1.8 B,Germany,insurance,1750,66,Finance & Investments
Ali Ghodsi,$1.8 B,Sweden,data analytics,1750,42,Technology
Carl Hansen,$1.8 B,Canada,biotech,1750,47,Healthcare
He Xinming family,$1.8 B,China,ceramic,1750,65,Manufacturing
William Heinecke,$1.8 B,Thailand,hotels,1750,71,Real Estate
Brian Higgins,$1.8 B,United States,hedge funds,1750,56,Finance & Investments
David Hindawi,$1.8 B,United States,software,1750,76,Technology
Drew Houston,$1.8 B,United States,cloud storage service,1750,38,Technology
Thomas James,$1.8 B,United States,finance,1750,78,Finance & Investments
Stephen Jarislowsky,$1.8 B,Canada,money management,1750,95,Finance & Investments
Jin Huiming,$1.8 B,China,real estate,1750,68,Real Estate
Willis Johnson,$1.8 B,United States,damaged cars,1750,73,Automotive
Dmitry Kamenshchik,$1.8 B,Russia,airport,1750,52,Service
Ihor Kolomoyskyy,$1.8 B,Ukraine,"banking, investments",1750,58,Diversified
Marc Lasry,$1.8 B,United States,hedge funds,1750,60,Finance & Investments
Lee Boo-jin,$1.8 B,South Korea,Samsung,1750,50,Service
Lei Jufang,$1.8 B,China,pharmaceuticals,1750,68,Healthcare
Wolfgang Leitner,$1.8 B,Austria,engineering,1750,68,Construction & Engineering
Li Rucheng,$1.8 B,China,apparel,1750,69,Fashion & Retail
Vincent Lo,$1.8 B,Hong Kong,real estate,1750,72,Real Estate
Juan Lopez-Belmonte Lopez & family,$1.8 B,Spain,pharmacueticals,1750,N/A,Healthcare
Lv Dalong,$1.8 B,China,telecom services,1750,59,Telecom
Joao Roberto Marinho,$1.8 B,Brazil,media,1750,67,Media & Entertainment
Jose Roberto Marinho,$1.8 B,Brazil,media,1750,65,Media & Entertainment
Roberto Irineu Marinho,$1.8 B,Brazil,media,1750,73,Media & Entertainment
Miao Shouliang,$1.8 B,China,real estate,1750,66,Real Estate
Romano Minozzi,$1.8 B,Italy,"utilities, diversified",1750,86,Diversified
Nick Molnar,$1.8 B,Australia,fintech,1750,30,Finance & Investments
Oei Hong Leong,$1.8 B,Singapore,investments,1750,73,Finance & Investments
Kazuo Okada,$1.8 B,Japan,casinos,1750,78,Gambling & Casinos
John Oyler,$1.8 B,United States,biotech,1750,53,Healthcare
Husnu Ozyegin,$1.8 B,Turkey,"finance, diversified",1750,76,Finance & Investments
Tor Peterson,$1.8 B,United States,commodities,1750,56,Metals & Mining
Jorge Pinheiro Koren de Lima,$1.8 B,Brazil,"hospitals, health insurance",1750,48,Healthcare
Candido Pinheiro Koren de Lima Junior,$1.8 B,Brazil,"hospitals, health insurance",1750,50,Healthcare
Pu Zhongjie & family,$1.8 B,China,medical equipment,1750,58,Healthcare
Qin Long,$1.8 B,China,tire,1750,55,Manufacturing
Alvaro Saieh Bendeck,$1.8 B,Chile,banking,1750,71,Finance & Investments
Glenn Sanford,$1.8 B,United States,real estate brokerage,1750,54,Real Estate
Leonard Schleifer,$1.8 B,United States,pharmaceuticals,1750,68,Healthcare
Shang Xiaobo & family,$1.8 B,China,Manufacturing,1750,47,Manufacturing
Shi Wen-long,$1.8 B,Taiwan,plastics,1750,93,Manufacturing
Shi Yifeng,$1.8 B,China,medical cosmetics,1750,47,Healthcare
Sergei Studennikov,$1.8 B,Russia,"liquor stores, supermarkets",1750,54,Fashion & Retail
Sun Guangxin,$1.8 B,China,diversified,1750,58,Diversified
Henry Swieca,$1.8 B,United States,hedge funds,1750,63,Finance & Investments
Tan Yu Yeh,$1.8 B,Malaysia,retail,1750,50,Fashion & Retail
Torbjorn Tornqvist,$1.8 B,Sweden,oil trading,1750,67,Energy
Martin Viessmann,$1.8 B,Germany,heating and cooling equipment,1750,67,Manufacturing
Wang Lizhan,$1.8 B,China,sauce,1750,N/A,Food & Beverage
Wei Lidong & family,$1.8 B,China,software,1750,45,Technology
Kanye West,$1.8 B,United States,"music, sneakers",1750,43,Fashion & Retail
Wu Bo,$1.8 B,China,machinery,1750,66,Manufacturing
Wu Kaiting,$1.8 B,Hong Kong,electronics,1750,51,Telecom
Wu Xushun & family,$1.8 B,China,internet,1750,72,Diversified
Xu Guozhong & family,$1.8 B,China,Motors,1750,57,Manufacturing
Yang Tingdong,$1.8 B,China,brewery,1750,60,Food & Beverage
Zhang Xuexin & family,$1.8 B,China,aluminum,1750,73,Metals & Mining
Zhang Yubai,$1.8 B,China,wine,1750,56,Food & Beverage
Zhao Weiguo,$1.8 B,China,IT products,1750,54,Technology
Chirayu Amin,$1.7 B,India,pharmaceuticals,1833,74,Healthcare
Marc Andreessen,$1.7 B,United States,venture capital investing,1833,49,Finance & Investments
Vasily Anisimov,$1.7 B,Russia,real estate,1833,69,Metals & Mining
Sabrina Benetton,$1.7 B,Italy,"fashion retail, investments",1833,47,Fashion & Retail
Nicolas Berggruen,$1.7 B,United States,investments,1833,59,Finance & Investments
Alex Birkenstock,$1.7 B,Germany,shoes,1833,52,Fashion & Retail
Christian Birkenstock,$1.7 B,Germany,shoes,1833,48,Fashion & Retail
Henadiy Boholyubov,$1.7 B,Ukraine,"banking, investments",1833,59,Diversified
Peter Buck,$1.7 B,United States,Subway sandwich shops,1833,90,Food & Beverage
Saket Burman,$1.7 B,United Kingdom,consumer goods,1833,44,Food & Beverage
Stewart Butterfield,$1.7 B,Canada,messaging software,1833,48,Technology
Giuliana Caprotti,$1.7 B,Italy,supermarkets,1833,80,Food & Beverage
Marina Caprotti,$1.7 B,Italy,supermarkets,1833,43,Food & Beverage
R.G. Chandramogan,$1.7 B,India,dairy,1833,72,Food & Beverage
Richard Chang,$1.7 B,Taiwan,"real estate, electronics",1833,74,Real Estate
Chao Teng-hsiung,$1.7 B,Taiwan,real estate,1833,76,Real Estate
Chen Guoxiang & family,$1.7 B,China,real estate,1833,70,Real Estate
Tony Chen,$1.7 B,Taiwan,electronics,1833,71,Technology
Chen Wenyuan & family,$1.7 B,China,testing equipment,1833,53,Technology
Chen Xueling,$1.7 B,China,stationery,1833,53,Manufacturing
Cheng Xianfeng,$1.7 B,China,pharmaceuticals,1833,52,Healthcare
Daniel Chiu,$1.7 B,Hong Kong,oil & gas,1833,60,Energy
Ivan Chrenko,$1.7 B,Slovakia,real estate,1833,53,Real Estate
Brunello Cucinelli & family,$1.7 B,Italy,fashion,1833,67,Fashion & Retail
Alexandra Daitch,$1.7 B,United States,Cargill,1833,58,Food & Beverage
Henry Engelhardt,$1.7 B,United States,insurance,1833,63,Finance & Investments
Philip Fayer,$1.7 B,Canada,online payments,1833,N/A,Finance & Investments
David Feffer,$1.7 B,Brazil,pulp and paper,1833,64,Manufacturing
Paul Foster,$1.7 B,United States,oil refining,1833,63,Energy
Bernd Freier,$1.7 B,Germany,fashion retail,1833,64,Fashion & Retail
Robert Friedland,$1.7 B,United States,mining,1833,70,Metals & Mining
Giammaria Giuliani,$1.7 B,Switzerland,pharmaceuticals,1833,43,Healthcare
G. Gnanalingam,$1.7 B,Malaysia,ports,1833,76,Logistics
Christopher Goldsbury,$1.7 B,United States,salsa,1833,78,Food & Beverage
Said Gutseriev,$1.7 B,Russia,"oil, retail",1833,32,Energy
Chang-Woo Han & family,$1.7 B,Japan,pachinko parlors,1833,90,Gambling & Casinos
John Hancock,$1.7 B,Australia,mining,1833,45,Metals & Mining
Patrick Hanrahan,$1.7 B,United States,software,1833,65,Technology
Christoph Henkel,$1.7 B,Germany,consumer goods,1833,63,Fashion & Retail
Anurang Jain,$1.7 B,India,auto parts,1833,59,Manufacturing
Devendra Jain,$1.7 B,India,chemicals,1833,92,Manufacturing
Jia Tianjiang & family,$1.7 B,China,non-ferrous metals,1833,58,Metals & Mining
Eric Jing,$1.7 B,China,e-commerce,1833,48,Technology
Chatchai Kaewbootta,$1.7 B,Thailand,auto loans,1833,69,Finance & Investments
Sergei Katsiev,$1.7 B,Russia,"retail, wholesale",1833,63,Fashion & Retail
Kim Sang-yeol,$1.7 B,South Korea,construction,1833,60,Construction & Engineering
Kagemasa Kozuki,$1.7 B,Japan,video games,1833,80,Technology
Edward Lampert,$1.7 B,United States,Sears,1833,58,Finance & Investments
Lee Joon-ho,$1.7 B,South Korea,online games,1833,56,Technology
Lee Seo-hyun,$1.7 B,South Korea,Samsung,1833,47,Diversified
Jimmy John Liautaud,$1.7 B,United States,sandwich chain,1833,57,Food & Beverage
David Lichtenstein,$1.7 B,United States,real estate,1833,59,Real Estate
Bill Liu,$1.7 B,China,electronics,1833,38,Technology
Lu Di,$1.7 B,China,drones,1833,N/A,Technology
Ma Xiuhui,$1.7 B,China,LED lighting,1833,50,Manufacturing
Sarah MacMillan,$1.7 B,United States,Cargill,1833,67,Food & Beverage
Yves-Loic Martin,$1.7 B,France,laboratory services,1833,55,Healthcare
Todd McKinnon,$1.7 B,United States,software,1833,49,Technology
Shalom Meckenzie,$1.7 B,Israel,★,1833,44,Gambling & Casinos
Gary Michelson,$1.7 B,United States,medical patents,1833,72,Healthcare
Narendrakumar Parekh,$1.7 B,India,adhesives,1833,82,Manufacturing
Jorge Perez,$1.7 B,United States,real estate,1833,71,Real Estate
Markus Persson,$1.7 B,Sweden,computer games,1833,41,Media & Entertainment
Nicholas Pritzker,$1.7 B,United States,"hotels, investments",1833,77,Finance & Investments
Theodore Rachmat,$1.7 B,Indonesia,diversified,1833,77,Diversified
Megdet Rahimkulov & family,$1.7 B,Russia,investments,1833,75,Finance & Investments
Jerry Reinsdorf,$1.7 B,United States,sports teams,1833,85,Sports
Mochtar Riady & family,$1.7 B,Indonesia,diversified,1833,91,Diversified
Bianca Rinehart,$1.7 B,Australia,mining,1833,44,Metals & Mining
Ginia Rinehart,$1.7 B,Australia,mining,1833,34,Metals & Mining
Fernando Roig,$1.7 B,Spain,supermarkets,1833,73,Fashion & Retail
Sheryl Sandberg,$1.7 B,United States,Facebook,1833,51,Technology
Andres Santo Domingo,$1.7 B,United States,beer,1833,42,Food & Beverage
Ivan Savvidis,$1.7 B,Russia,agribusiness,1833,62,Diversified
Shao Genhuo,$1.7 B,China,agribusiness,1833,55,Food & Beverage
Shao Qinxiang,$1.7 B,China,diversified,1833,66,Manufacturing
Rajju Shroff,$1.7 B,India,agrochemicals,1833,87,Manufacturing
Lucy Stitzer,$1.7 B,United States,Cargill,1833,61,Food & Beverage
Djoko Susanto,$1.7 B,Indonesia,supermarkets,1833,71,Fashion & Retail
Peter Szulczewski,$1.7 B,Canada,e-commerce,1833,39,Technology
Vonnarat Tangkaravakoon,$1.7 B,Thailand,"wire & cables, paints",1833,49,Manufacturing
Ion Tiriac,$1.7 B,Romania,"banking, insurance",1833,81,Finance & Investments
Robert Toennies,$1.7 B,Germany,meat processing,1833,42,Food & Beverage
Tung Ching Sai,$1.7 B,China,manufacturing,1833,56,Manufacturing
Pavel Tykac,$1.7 B,Czechia,coal mines,1833,56,Metals & Mining
Rufino Vigil Gonzalez,$1.7 B,Mexico,steel,1833,72,Metals & Mining
Wang Junmin,$1.7 B,China,pharmaceuticals,1833,52,Healthcare
Wang Yanqing & family,$1.7 B,China,carbon fiber products,1833,74,Manufacturing
Charlotte Colket Weber,$1.7 B,United States,Campbell Soup,1833,78,Food & Beverage
Hope Welker,$1.7 B,Australia,mining,1833,35,Metals & Mining
Wu Ying,$1.7 B,China,materials,1833,56,Manufacturing
Wu Yulan,$1.7 B,China,pharmaceuticals,1833,51,Healthcare
Xie Weitong,$1.7 B,Taiwan,cobalt,1833,64,Metals & Mining
Xu Xudong & family,$1.7 B,China,auto parts,1833,51,Automotive
Yang Yunyun,$1.7 B,China,retail,1833,44,Fashion & Retail
Ye Yanqiao,$1.7 B,China,soy sauce,1833,51,Food & Beverage
Zeng Chaoyi,$1.7 B,China,aluminum products,1833,52,Manufacturing
Zhang Guiping & family,$1.7 B,China,real estate,1833,69,Real Estate
Faisal Bin Qassim Al Thani,$1.6 B,Qatar,"hotels, diversified",1931,73,Diversified
Patricia Angelini Rossi,$1.6 B,Chile,"forestry, mining",1931,67,Diversified
Lesley Bamberger,$1.6 B,Netherlands,real estate,1931,55,Real Estate
William Boyd,$1.6 B,United States,"casinos, banking",1931,89,Gambling & Casinos
Bernhard Braun-Luedicke,$1.6 B,Germany,medical technology,1931,44,Healthcare
Eva Maria Braun-Luedicke,$1.6 B,Germany,medical technology,1931,34,Healthcare
Friederike Braun-Luedicke,$1.6 B,Germany,medical technology,1931,37,Healthcare
Amit Burman,$1.6 B,India,consumer goods,1931,51,Food & Beverage
Jean-Pierre Cayard,$1.6 B,France,spirits,1931,78,Food & Beverage
Chen Kaichen,$1.6 B,China,household chemicals,1931,N/A,Manufacturing
Chen Qiongxiang,$1.6 B,China,batteries,1931,N/A,Energy
Chen Xuehua,$1.6 B,China,nonferrous,1931,60,Metals & Mining
Chen Yung-tai,$1.6 B,Taiwan,real estate,1931,85,Real Estate
Chen Zemin & family,$1.6 B,China,food,1931,78,Food & Beverage
Ryan Cohen,$1.6 B,Canada,investments,1931,35,Finance & Investments
Norbert Dentressangle,$1.6 B,France,"transport, logistics",1931,66,Logistics
Mohammed Dewji,$1.6 B,Tanzania,diversified,1931,45,Diversified
Ding Lieming & family,$1.6 B,China,pharmaceuticals,1931,57,Healthcare
Domenico Dolce,$1.6 B,Italy,luxury goods,1931,62,Fashion & Retail
Lisa Draexlmaier,$1.6 B,Germany,auto parts,1931,30,Automotive
Alfredo Egydio Arruda Villela Filho,$1.6 B,Brazil,banking,1931,51,Finance & Investments
Daniel Feffer,$1.6 B,Brazil,pulp and paper,1931,61,Manufacturing
Jorge Feffer,$1.6 B,Brazil,pulp and paper,1931,56,Manufacturing
Ruben Feffer,$1.6 B,Brazil,pulp and paper,1931,51,Manufacturing
Henrik Fisker,$1.6 B,United States,★,1931,57,Automotive
Miguel Fluxa Rossello,$1.6 B,Spain,hotels,1931,82,Service
Donald Foss,$1.6 B,United States,auto loans,1931,76,Automotive
Susumu Fujita,$1.6 B,Japan,internet media,1931,47,Media & Entertainment
Stefano Gabbana,$1.6 B,Italy,luxury goods,1931,58,Fashion & Retail
Alexandre Grendene Bartelle,$1.6 B,Brazil,shoes,1931,71,Fashion & Retail
Geeta Gupta-Fisker,$1.6 B,United Kingdom,★,1931,46,Automotive
Heikki Herlin,$1.6 B,Finland,"elevators, escalators",1931,34,Manufacturing
Asok Kumar Hiranandani,$1.6 B,Singapore,real estate,1931,66,Real Estate
Niranjan Hiranandani,$1.6 B,India,real estate,1931,71,Real Estate
Ho Hung Anh,$1.6 B,Vietnam,"consumer products, banking",1931,50,Finance & Investments
Huang Zhengcong,$1.6 B,Hong Kong,electronics,1931,54,Technology
"B. Wayne Hughes, Jr.",$1.6 B,United States,storage facilities,1931,60,Real Estate
Jiang Yintai & family,$1.6 B,China,auto parts,1931,70,Automotive
Michael Jordan,$1.6 B,United States,"Charlotte Hornets, endorsements",1931,58,Sports
Ke Guihua,$1.6 B,China,auto parts,1931,55,Manufacturing
Alexander Klyachin,$1.6 B,Russia,real estate,1931,53,Real Estate
William Koch,$1.6 B,United States,"oil, investments",1931,80,Energy
Sebastian Kulczyk,$1.6 B,Poland,diversified,1931,40,Finance & Investments
Robert Langer,$1.6 B,United States,biotech,1931,72,Healthcare
Manuel Lao Hernandez,$1.6 B,Spain,casinos,1931,76,Gambling & Casinos
Michael Lee-Chin,$1.6 B,Canada,mutual funds,1931,70,Finance & Investments
Li Li,$1.6 B,China,pharmaceuticals,1931,57,Healthcare
Li Zhen & family,$1.6 B,China,lithium batteries,1931,57,Manufacturing
Liang Yanfeng & family,$1.6 B,China,real estate,1931,56,Real Estate
Jenny Lindén Urnes,$1.6 B,Sweden,powdered metal,1931,50,Manufacturing
Liu Yingqi,$1.6 B,China,technology,1931,44,Technology
Catherine Lozick,$1.6 B,United States,valve manufacturing,1931,75,Manufacturing
Gary Magness,$1.6 B,United States,"cable TV, investments",1931,67,Media & Entertainment
Mao Lixiang & family,$1.6 B,China,cooking appliances,1931,80,Technology
David Mindus,$1.6 B,Sweden,real estate,1931,49,Real Estate
Massimo Moratti,$1.6 B,Italy,oil refinery,1931,75,Energy
Mario Moretti Polegato & family,$1.6 B,Italy,shoes,1931,68,Fashion & Retail
Ni Zugen,$1.6 B,China,appliances,1931,64,Manufacturing
Kentaro Ogawa,$1.6 B,Japan,restaurants,1931,72,Food & Beverage
Tomas Olivo Lopez,$1.6 B,Spain,shopping centers,1931,47,Real Estate
Rubens Ometto Silveira Mello,$1.6 B,Brazil,"sugar, ethanol",1931,71,Energy
Pan Gang,$1.6 B,China,dairy,1931,50,Food & Beverage
Ajay Parekh,$1.6 B,India,adhesives,1931,63,Manufacturing
David Paul,$1.6 B,United States,medical devices,1931,54,Healthcare
Nelson Peltz,$1.6 B,United States,investments,1931,78,Finance & Investments
Petro Poroshenko,$1.6 B,Ukraine,confectionery,1931,55,Food & Beverage
G. Rajendran,$1.6 B,India,jewellery,1931,78,Fashion & Retail
P.P. Reddy,$1.6 B,India,infrastructure,1931,63,Construction & Engineering
Francisco Jose Riberas Mera,$1.6 B,Spain,"steel, autoparts",1931,56,Manufacturing
Juan Maria Riberas Mera,$1.6 B,Spain,"steel, investments",1931,52,Metals & Mining
Subhash Runwal,$1.6 B,India,real estate,1931,77,Real Estate
